userid,Average Screen Time,Average Spent on App (INR),Left Review,Ratings,New Password Request,Last Visited Minutes,Status,Segments
1497,34.0,366.0,1,5,1,2581,0,Retained
1498,9.0,15.0,1,1,2,2196,0,Retained
1499,13.0,479.0,1,5,2,4646,0,Retained
1500,29.0,726.0,1,10,7,302,0,Retained
1501,2.0,81.0,0,4,10,15060,1,Churn
1502,2.0,25.0,0,2,13,45265,1,Needs Attention
1503,29.0,567.0,1,10,7,466,0,Retained
1504,26.0,819.0,1,10,5,4826,0,Retained
1505,19.0,636.0,0,5,5,1038,0,Retained
1506,33.0,829.0,0,6,1,226,0,Retained
1507,16.0,748.0,0,8,8,1085,0,Retained
1508,49.0,498.0,0,10,5,3756,0,Retained
1509,8.0,72.0,1,0,7,4645,0,Retained
1510,23.0,859.0,1,10,1,4409,0,Retained
1511,41.0,833.0,0,10,4,3604,0,Retained
1512,40.0,482.0,1,6,6,1655,0,Retained
1513,45.0,402.0,1,5,4,2847,0,Retained
1514,42.0,589.0,1,7,5,2934,0,Retained
1515,23.0,880.0,0,7,1,3340,0,Retained
1516,39.0,61.0,0,5,6,2057,0,Retained
1517,16.0,669.0,0,9,4,3067,0,Retained
1518,11.0,224.0,1,7,4,927,0,Retained
1519,11.0,845.0,1,10,1,1420,0,Retained
1520,4.0,44.0,1,3,7,3785,0,Retained
1521,16.0,415.0,0,10,1,1904,0,Retained
1522,6.0,7.0,1,5,7,835,0,Retained
1523,43.0,187.0,1,7,3,1030,0,Retained
1524,22.0,876.0,0,9,5,760,0,Retained
1525,19.0,79.0,1,9,1,2468,0,Retained
1526,37.0,678.0,0,8,6,4446,0,Retained
1527,14.0,530.0,0,6,7,3209,0,Retained
1528,41.0,319.0,1,7,6,4105,0,Retained
1529,28.0,427.0,1,6,8,2431,0,Retained
1530,49.0,161.0,0,10,2,4957,0,Retained
1531,29.0,516.0,0,9,6,3626,0,Retained
1532,19.0,168.0,0,8,8,926,0,Retained
1533,48.0,504.0,0,7,8,4643,0,Retained
1534,30.0,465.0,1,10,6,1275,0,Retained
1535,1.0,13.0,1,2,6,4097,0,Retained
1536,4.0,2.0,1,4,3,3238,0,Retained
1537,47.0,885.0,1,5,3,4096,0,Retained
1538,19.0,474.0,0,7,7,995,0,Retained
1539,5.0,62.0,1,3,9,26282,1,Churn
1540,33.0,703.0,0,9,3,2552,0,Retained
1541,37.0,155.0,0,9,5,398,0,Retained
1542,7.0,85.0,0,5,6,1732,0,Retained
1543,9.0,26.0,1,2,5,4605,0,Retained
1544,49.0,321.0,1,10,5,4470,0,Retained
1545,41.0,813.0,1,7,3,3962,0,Retained
1546,30.0,355.0,1,9,4,4637,0,Retained
1547,20.0,690.0,0,7,6,1497,0,Retained
1548,5.0,25.0,0,2,15,36478,1,Needs Attention
1549,45.0,331.0,0,9,1,1349,0,Retained
1550,33.0,441.0,0,9,2,3052,0,Retained
1551,35.0,338.0,1,9,7,2231,0,Retained
1552,20.0,701.0,0,8,3,3754,0,Retained
1553,18.0,411.0,1,7,5,2222,0,Retained
1554,33.0,970.0,0,5,8,1735,0,Retained
1555,24.0,120.0,1,6,7,1162,0,Retained
1556,36.0,187.0,1,9,3,4754,0,Retained
1557,41.0,927.0,0,10,2,2230,0,Retained
1558,24.0,564.0,0,9,5,1869,0,Retained
1559,7.0,71.0,0,4,6,1981,0,Retained
1560,34.0,239.0,1,6,4,4025,0,Retained
1561,2.0,99.0,0,3,6,46826,1,Needs Attention
1562,21.0,307.0,1,6,8,4686,0,Retained
1563,43.0,236.0,1,5,3,888,0,Retained
1564,40.0,511.0,1,6,5,356,0,Retained
1565,1.0,59.0,0,0,9,16381,1,Churn
1566,18.0,638.0,1,8,8,204,0,Retained
1567,19.0,537.0,0,10,1,4660,0,Retained
1568,14.0,836.0,1,5,8,4662,0,Retained
1569,29.0,743.0,0,6,6,1809,0,Retained
1570,49.0,371.0,1,10,7,1498,0,Retained
1571,34.0,90.0,1,7,6,4877,0,Retained
1572,5.0,36.0,1,3,7,37474,1,Needs Attention
1573,0.0,26.0,1,5,14,44275,1,Needs Attention
1574,18.0,91.0,0,10,6,2864,0,Retained
1575,6.0,40.0,0,5,3,540,0,Retained
1576,7.0,48.0,0,1,1,2629,0,Retained
1577,19.0,467.0,1,5,7,1176,0,Retained
1578,30.0,831.0,1,10,7,2502,0,Retained
1579,33.0,164.0,1,5,5,4877,0,Retained
1580,45.0,936.0,0,8,4,2568,0,Retained
1581,8.0,29.0,1,1,8,379,0,Retained
1582,21.0,379.0,1,9,4,568,0,Retained
1583,42.0,786.0,1,9,4,1851,0,Retained
1584,35.0,194.0,0,7,4,427,0,Retained
1585,2.0,96.0,0,0,5,44883,1,Needs Attention
1586,50.0,170.0,0,9,7,1981,0,Retained
1587,20.0,128.0,1,9,8,4937,0,Retained
1588,47.0,744.0,0,7,6,3496,0,Retained
1589,24.0,850.0,1,10,3,4863,0,Retained
1590,26.0,607.0,0,5,8,1536,0,Retained
1591,8.0,45.0,1,5,4,4716,0,Retained
1592,30.0,644.0,0,9,4,4272,0,Retained
1593,46.0,107.0,0,10,3,3609,0,Retained
1594,44.0,887.0,1,6,8,4488,0,Retained
1595,6.0,93.0,1,4,2,2423,0,Retained
1596,28.0,503.0,0,9,7,4789,0,Retained
1597,6.0,9.0,1,1,8,4266,0,Retained
1598,37.0,571.0,0,10,2,2646,0,Retained
1599,1.0,84.0,0,2,15,15915,1,Churn
1600,27.0,424.0,0,5,4,4706,0,Retained
1601,46.0,404.0,1,8,7,4065,0,Retained
1602,35.0,329.0,0,9,5,2725,0,Retained
1603,21.0,751.0,1,7,7,3769,0,Retained
1604,19.0,269.0,1,9,6,3854,0,Retained
1605,25.0,894.0,0,7,7,3600,0,Retained
1606,42.0,520.0,0,5,1,3678,0,Retained
1607,36.0,865.0,0,7,4,3723,0,Retained
1608,43.0,518.0,0,8,8,273,0,Retained
1609,31.0,161.0,1,8,6,4524,0,Retained
1610,37.0,328.0,0,5,5,1533,0,Retained
1611,19.0,410.0,0,7,7,1014,0,Retained
1612,23.0,735.0,0,8,1,774,0,Retained
1613,18.0,539.0,0,6,4,4007,0,Retained
1614,5.0,46.0,0,1,8,12920,0,Churn
1615,8.0,96.0,0,3,8,3644,0,Retained
1616,33.0,419.0,1,9,7,1267,0,Retained
1617,34.0,578.0,1,7,4,454,0,Retained
1618,1.0,56.0,0,4,7,12163,0,Churn
1619,7.0,48.0,0,5,2,4426,0,Retained
1620,40.0,151.0,1,10,4,2457,0,Retained
1621,34.0,894.0,0,5,8,3328,0,Retained
1622,35.0,394.0,0,7,6,1994,0,Retained
1623,37.0,877.0,0,7,2,4821,0,Retained
1624,39.0,249.0,1,8,1,4568,0,Retained
1625,14.0,459.0,1,7,6,355,0,Retained
1626,41.0,837.0,0,6,3,4069,0,Retained
1627,39.0,726.0,1,6,3,2036,0,Retained
1628,24.0,597.0,0,8,1,4626,0,Retained
1629,45.0,395.0,0,5,3,3713,0,Retained
1630,22.0,459.0,1,6,6,1203,0,Retained
1631,9.0,6.0,1,2,7,1871,0,Retained
1632,41.0,904.0,0,7,4,3805,0,Retained
1633,19.0,841.0,0,6,2,646,0,Retained
1634,17.0,167.0,0,5,8,1403,0,Retained
1635,47.0,228.0,0,6,8,1409,0,Retained
1636,5.0,49.0,0,2,5,20344,1,Churn
1637,22.0,847.0,1,7,5,1839,0,Retained
1638,8.0,68.0,1,3,3,1005,0,Retained
1639,16.0,78.0,0,5,5,1494,0,Retained
1640,48.0,125.0,0,6,8,4241,0,Retained
1641,40.0,275.0,0,10,2,1006,0,Retained
1642,21.0,768.0,1,9,7,4688,0,Retained
1643,45.0,499.0,0,6,3,2859,0,Retained
1644,47.0,64.0,0,8,4,2128,0,Retained
1645,33.0,970.0,1,5,4,910,0,Retained
1646,45.0,516.0,0,9,4,654,0,Retained
1647,32.0,800.0,1,5,8,681,0,Retained
1648,19.0,756.0,0,7,7,3415,0,Retained
1649,15.0,688.0,1,10,6,3923,0,Retained
1650,47.0,280.0,0,10,8,2633,0,Retained
1651,43.0,580.0,0,10,3,4222,0,Retained
1652,0.0,42.0,1,3,15,24600,1,Churn
1653,29.0,610.0,0,8,8,3199,0,Retained
1654,17.0,484.0,1,6,7,4926,0,Retained
1655,19.0,369.0,0,7,7,3759,0,Retained
1656,21.0,79.0,0,8,5,547,0,Retained
1657,27.0,284.0,0,9,4,1024,0,Retained
1658,12.0,555.0,0,6,1,337,0,Retained
1659,22.0,714.0,0,8,3,4041,0,Retained
1660,31.0,517.0,1,10,4,2755,0,Retained
1661,8.0,73.0,0,4,4,706,0,Retained
1662,35.0,170.0,0,6,8,3317,0,Retained
1663,0.0,88.0,0,1,9,24796,1,Churn
1664,50.0,719.0,0,8,3,2944,0,Retained
1665,6.0,52.0,0,0,2,2764,0,Retained
1666,10.0,13.0,1,2,2,2900,0,Retained
1667,49.0,155.0,1,8,6,4825,0,Retained
1668,8.0,77.0,1,2,6,2842,0,Retained
1669,1.0,75.0,1,5,11,18485,1,Churn
1670,31.0,311.0,1,6,8,4496,0,Retained
1671,27.0,85.0,1,8,6,3376,0,Retained
1672,28.0,155.0,0,6,1,3595,0,Retained
1673,18.0,423.0,0,10,3,1214,0,Retained
1674,8.0,7.0,1,2,4,4477,0,Retained
1675,46.0,819.0,0,7,1,4859,0,Retained
1676,30.0,533.0,1,10,2,2743,0,Retained
1677,33.0,523.0,1,5,1,4171,0,Retained
1678,45.0,797.0,1,6,6,298,0,Retained
1679,31.0,508.0,1,6,8,3984,0,Retained
1680,48.0,729.0,0,7,8,1407,0,Retained
1681,36.0,600.0,0,7,6,1763,0,Retained
1682,6.0,75.0,1,2,8,1703,0,Retained
1683,22.0,180.0,1,8,8,1830,0,Retained
1684,16.0,618.0,1,9,8,2721,0,Retained
1685,32.0,647.0,0,5,2,4928,0,Retained
1686,6.0,37.0,1,3,8,3606,0,Retained
1687,6.0,55.0,0,0,1,1193,0,Retained
1688,45.0,528.0,1,10,7,2287,0,Retained
1689,18.0,779.0,0,8,8,1454,0,Retained
1690,16.0,167.0,1,6,3,3608,0,Retained
1691,11.0,772.0,0,10,5,3947,0,Retained
1692,33.0,863.0,1,10,2,834,0,Retained
1693,25.0,306.0,1,9,4,2138,0,Retained
1694,32.0,627.0,1,6,4,3222,0,Retained
1695,37.0,854.0,1,6,7,2200,0,Retained
1696,30.0,849.0,1,10,6,2871,0,Retained
1697,8.0,4.0,1,0,2,4160,0,Retained
1698,10.0,87.0,0,4,8,1733,0,Retained
1699,38.0,208.0,1,7,8,2200,0,Retained
1700,30.0,424.0,0,6,5,4465,0,Retained
1701,10.0,84.0,0,1,5,2636,0,Retained
1702,2.0,13.0,1,1,9,15953,1,Churn
1703,31.0,993.0,0,8,2,3004,0,Retained
1704,14.0,609.0,1,6,1,3154,0,Retained
1705,16.0,295.0,1,9,2,741,0,Retained
1706,11.0,282.0,0,7,5,4572,0,Retained
1707,43.0,958.0,0,8,7,2661,0,Retained
1708,22.0,53.0,1,7,2,1888,0,Retained
1709,7.0,69.0,0,0,2,831,0,Retained
1710,31.0,874.0,0,9,2,587,0,Retained
1711,18.0,845.0,0,9,1,4762,0,Retained
1712,14.0,567.0,0,7,8,4210,0,Retained
1713,37.0,300.0,1,9,6,1984,0,Retained
1714,34.0,116.0,1,8,4,1657,0,Retained
1715,3.0,45.0,1,2,8,28208,1,Churn
1716,22.0,753.0,0,8,2,4309,0,Retained
1717,24.0,825.0,0,8,8,1711,0,Retained
1718,6.0,64.0,0,1,6,1356,0,Retained
1719,43.0,903.0,1,5,8,722,0,Retained
1720,47.0,560.0,0,10,6,1232,0,Retained
1721,4.0,36.0,0,2,10,19874,1,Churn
1722,11.0,873.0,1,6,8,2210,0,Retained
1723,12.0,438.0,1,6,5,3959,0,Retained
1724,26.0,201.0,0,5,3,1164,0,Retained
1725,8.0,86.0,0,1,1,4899,0,Retained
1726,45.0,673.0,0,7,1,3102,0,Retained
1727,14.0,892.0,0,9,4,2001,0,Retained
1728,31.0,739.0,1,8,5,2524,0,Retained
1729,40.0,357.0,1,10,7,1034,0,Retained
1730,19.0,105.0,0,9,4,1667,0,Retained
1731,28.0,922.0,1,9,1,2672,0,Retained
1732,44.0,893.0,1,5,5,3935,0,Retained
1733,28.0,106.0,0,9,5,2153,0,Retained
1734,4.0,59.0,1,0,4,8685,0,Retained
1735,50.0,510.0,0,7,1,3677,0,Retained
1736,36.0,936.0,1,7,6,626,0,Retained
1737,26.0,734.0,0,5,2,404,0,Retained
1738,39.0,969.0,0,9,3,4208,0,Retained
1739,24.0,677.0,1,8,8,4399,0,Retained
1740,42.0,504.0,0,5,4,4469,0,Retained
1741,3.0,1.0,1,1,10,34395,1,Needs Attention
1742,41.0,305.0,0,8,1,2786,0,Retained
1743,34.0,804.0,1,10,8,261,0,Retained
1744,4.0,6.0,1,5,6,5481,0,Retained
1745,40.0,642.0,1,10,2,1456,0,Retained
1746,39.0,787.0,0,8,1,201,0,Retained
1747,40.0,231.0,1,7,7,3836,0,Retained
1748,20.0,747.0,0,8,3,1442,0,Retained
1749,49.0,357.0,0,10,1,2559,0,Retained
1750,10.0,26.0,0,0,7,2401,0,Retained
1751,1.0,10.0,1,0,6,23745,1,Churn
1752,21.0,946.0,0,5,1,730,0,Retained
1753,14.0,797.0,1,6,6,4591,0,Retained
1754,15.0,841.0,0,5,3,289,0,Retained
1755,17.0,950.0,1,10,6,861,0,Retained
1756,14.0,945.0,1,9,6,4975,0,Retained
1757,6.0,45.0,0,2,4,4845,0,Retained
1758,28.0,834.0,1,9,5,1840,0,Retained
1759,0.0,92.0,1,5,10,32265,1,Needs Attention
1760,42.0,171.0,0,7,6,3460,0,Retained
1761,12.0,857.0,0,10,1,3559,0,Retained
1762,29.0,932.0,1,7,6,3427,0,Retained
1763,19.0,87.0,0,7,4,521,0,Retained
1764,13.0,733.0,0,8,8,2610,0,Retained
1765,25.0,462.0,0,10,4,2405,0,Retained
1766,36.0,955.0,0,9,8,3979,0,Retained
1767,6.0,32.0,0,5,6,1896,0,Retained
1768,10.0,51.0,1,0,3,3330,0,Retained
1769,20.0,298.0,0,8,8,3658,0,Retained
1770,47.0,449.0,1,7,5,2993,0,Retained
1771,34.0,172.0,1,6,8,4785,0,Retained
1772,30.0,424.0,0,8,7,706,0,Retained
1773,41.0,326.0,1,9,8,2168,0,Retained
1774,25.0,631.0,1,10,6,3288,0,Retained
1775,33.0,276.0,0,6,1,1602,0,Retained
1776,9.0,79.0,1,3,4,2801,0,Retained
1777,31.0,915.0,1,6,1,2832,0,Retained
1778,30.0,367.0,1,7,6,1900,0,Retained
1779,21.0,892.0,0,7,7,4942,0,Retained
1780,11.0,173.0,0,6,7,2013,0,Retained
1781,23.0,201.0,1,8,5,3759,0,Retained
1782,27.0,355.0,0,10,8,3917,0,Retained
1783,30.0,123.0,0,8,5,1416,0,Retained
1784,6.0,9.0,1,0,3,4559,0,Retained
1785,28.0,678.0,1,10,3,660,0,Retained
1786,23.0,831.0,1,8,1,4013,0,Retained
1787,1.0,87.0,0,5,5,38966,1,Needs Attention
1788,17.0,269.0,1,6,4,2298,0,Retained
1789,26.0,627.0,0,9,5,2167,0,Retained
1790,19.0,657.0,0,8,8,4180,0,Retained
1791,32.0,816.0,0,10,7,1558,0,Retained
1792,4.0,39.0,1,0,8,10049,0,Retained
1793,25.0,337.0,0,7,6,594,0,Retained
1794,15.0,632.0,0,6,3,3194,0,Retained
1795,8.0,79.0,0,0,2,2968,0,Retained
1796,34.0,342.0,1,6,6,3611,0,Retained
1797,37.0,659.0,1,5,6,396,0,Retained
1798,42.0,324.0,0,6,4,2994,0,Retained
1799,28.0,558.0,0,10,8,907,0,Retained
1800,39.0,452.0,1,7,7,2933,0,Retained
1801,3.0,60.0,1,0,6,7244,0,Retained
1802,23.0,352.0,0,6,4,2106,0,Retained
1803,31.0,572.0,1,6,6,3604,0,Retained
1804,13.0,300.0,1,8,7,4617,0,Retained
1805,34.0,331.0,1,7,6,4069,0,Retained
1806,11.0,938.0,0,6,5,3372,0,Retained
1807,0.0,6.0,1,4,7,44107,1,Needs Attention
1808,8.0,26.0,0,2,1,4315,0,Retained
1809,16.0,459.0,1,7,4,3859,0,Retained
1810,18.0,751.0,1,5,1,2883,0,Retained
1811,37.0,479.0,0,9,5,4868,0,Retained
1812,30.0,312.0,0,10,1,1613,0,Retained
1813,19.0,901.0,1,5,5,4749,0,Retained
1814,30.0,867.0,1,7,2,3693,0,Retained
1815,14.0,68.0,0,10,4,1958,0,Retained
1816,46.0,832.0,1,10,6,1854,0,Retained
1817,36.0,295.0,1,10,3,4454,0,Retained
1818,34.0,560.0,0,7,3,4175,0,Retained
1819,35.0,518.0,1,10,7,1161,0,Retained
1820,37.0,266.0,0,9,2,1455,0,Retained
1821,11.0,350.0,0,8,3,3159,0,Retained
1822,4.0,4.0,1,2,6,22148,1,Churn
1823,30.0,564.0,1,8,3,1150,0,Retained
1824,1.0,92.0,1,0,4,10114,0,Retained
1825,29.0,387.0,0,10,7,2408,0,Retained
1826,2.0,93.0,0,2,13,18525,1,Churn
1827,46.0,724.0,0,8,2,1555,0,Retained
1828,24.0,307.0,0,8,7,800,0,Retained
1829,44.0,890.0,1,8,4,4661,0,Retained
1830,18.0,454.0,1,5,5,3537,0,Retained
1831,11.0,624.0,0,6,2,1441,0,Retained
1832,19.0,557.0,1,10,3,4176,0,Retained
1833,17.0,579.0,0,7,6,2450,0,Retained
1834,20.0,246.0,0,8,5,1908,0,Retained
1835,5.0,87.0,0,2,5,13310,0,Churn
1836,29.0,490.0,0,6,3,2494,0,Retained
1837,28.0,732.0,1,6,8,2152,0,Retained
1838,29.0,311.0,0,5,1,953,0,Retained
1839,13.0,486.0,1,6,1,3922,0,Retained
1840,50.0,663.0,1,9,7,2144,0,Retained
1841,32.0,516.0,1,7,3,2302,0,Retained
1842,33.0,398.0,1,8,1,743,0,Retained
1843,46.0,93.0,1,7,6,1569,0,Retained
1844,6.0,69.0,0,2,4,1922,0,Retained
1845,1.0,65.0,1,1,3,10957,0,Retained
1846,2.0,5.0,1,5,12,41664,1,Needs Attention
1847,45.0,824.0,1,5,8,4033,0,Retained
1848,50.0,616.0,0,9,4,1243,0,Retained
1849,2.0,50.0,1,4,7,3007,0,Retained
1850,3.0,0.0,1,2,10,31644,1,Needs Attention
1851,9.0,90.0,1,5,1,3679,0,Retained
1852,45.0,286.0,1,10,1,2132,0,Retained
1853,36.0,55.0,0,6,7,3981,0,Retained
1854,4.0,12.0,0,2,6,15662,1,Churn
1855,25.0,684.0,0,6,2,1833,0,Retained
1856,1.0,84.0,1,2,11,34445,1,Needs Attention
1857,44.0,758.0,1,6,3,2991,0,Retained
1858,32.0,365.0,1,10,8,1415,0,Retained
1859,17.0,615.0,1,6,5,2353,0,Retained
1860,36.0,928.0,1,8,4,2563,0,Retained
1861,20.0,993.0,0,10,5,4930,0,Retained
1862,22.0,261.0,0,9,2,291,0,Retained
1863,3.0,97.0,0,3,9,32253,1,Needs Attention
1864,23.0,764.0,0,10,2,2003,0,Retained
1865,17.0,255.0,0,9,6,2048,0,Retained
1866,5.0,1.0,1,3,3,6523,0,Retained
1867,7.0,81.0,0,4,3,1195,0,Retained
1868,15.0,332.0,0,8,7,3386,0,Retained
1869,3.0,30.0,0,1,11,27561,1,Churn
1870,0.0,49.0,1,3,15,26958,1,Churn
1871,28.0,518.0,1,8,6,1498,0,Retained
1872,11.0,603.0,1,8,2,427,0,Retained
1873,24.0,613.0,0,6,7,2058,0,Retained
1874,47.0,136.0,0,8,3,851,0,Retained
1875,6.0,15.0,1,1,7,3872,0,Retained
1876,25.0,682.0,1,6,2,1477,0,Retained
1877,31.0,323.0,1,9,6,3172,0,Retained
1878,13.0,597.0,0,9,2,3362,0,Retained
1879,8.0,64.0,1,1,2,670,0,Retained
1880,31.0,905.0,1,10,1,3773,0,Retained
1881,47.0,251.0,1,9,1,2365,0,Retained
1882,43.0,294.0,0,5,1,4955,0,Retained
1883,22.0,73.0,1,7,4,4715,0,Retained
1884,19.0,917.0,0,10,5,3258,0,Retained
1885,12.0,856.0,1,5,4,4428,0,Retained
1886,20.0,93.0,1,7,2,313,0,Retained
1887,47.0,964.0,1,7,3,1374,0,Retained
1888,19.0,111.0,0,10,4,2173,0,Retained
1889,37.0,619.0,1,5,4,1173,0,Retained
1890,46.0,241.0,1,10,7,1681,0,Retained
1891,31.0,717.0,0,9,2,4539,0,Retained
1892,34.0,84.0,0,7,5,3988,0,Retained
1893,46.0,783.0,0,6,3,600,0,Retained
1894,40.0,136.0,1,8,3,2136,0,Retained
1895,41.0,763.0,0,9,6,3100,0,Retained
1896,29.0,586.0,1,5,2,3094,0,Retained
1897,8.0,28.0,1,4,8,2186,0,Retained
1898,27.0,856.0,0,6,2,4537,0,Retained
1899,42.0,185.0,0,6,2,1726,0,Retained
1900,9.0,30.0,0,5,3,4373,0,Retained
1901,32.0,319.0,0,7,5,1769,0,Retained
1902,43.0,391.0,1,10,8,4000,0,Retained
1903,19.0,898.0,1,8,8,2999,0,Retained
1904,11.0,303.0,0,9,3,1107,0,Retained
1905,35.0,885.0,1,10,4,1271,0,Retained
1906,23.0,656.0,1,6,1,4650,0,Retained
1907,27.0,925.0,0,7,5,1058,0,Retained
1908,9.0,19.0,0,4,7,2061,0,Retained
1909,33.0,959.0,1,5,6,2017,0,Retained
1910,44.0,302.0,1,6,4,1176,0,Retained
1911,30.0,827.0,0,8,5,490,0,Retained
1912,48.0,920.0,1,6,3,1037,0,Retained
1913,31.0,662.0,0,9,6,3702,0,Retained
1914,39.0,273.0,0,5,8,936,0,Retained
1915,23.0,161.0,1,6,7,2356,0,Retained
1916,9.0,58.0,1,2,6,2486,0,Retained
1917,5.0,29.0,1,3,5,36725,1,Needs Attention
1918,37.0,291.0,0,10,2,2820,0,Retained
1919,18.0,402.0,1,8,3,3957,0,Retained
1920,34.0,457.0,1,8,3,289,0,Retained
1921,23.0,51.0,1,7,8,3745,0,Retained
1922,37.0,309.0,1,9,7,4189,0,Retained
1923,19.0,253.0,1,9,2,4198,0,Retained
1924,25.0,838.0,0,8,8,3445,0,Retained
1925,19.0,625.0,1,7,2,1601,0,Retained
1926,31.0,769.0,0,6,6,801,0,Retained
1927,2.0,78.0,1,4,9,33692,1,Needs Attention
1928,21.0,828.0,1,8,3,592,0,Retained
1929,41.0,747.0,0,7,7,3571,0,Retained
1930,35.0,85.0,0,10,3,4019,0,Retained
1931,22.0,277.0,0,9,6,1592,0,Retained
1932,14.0,847.0,0,10,3,252,0,Retained
1933,7.0,2.0,1,3,3,4541,0,Retained
1934,31.0,877.0,0,8,2,3086,0,Retained
1935,42.0,156.0,1,7,4,3754,0,Retained
1936,37.0,814.0,1,6,7,561,0,Retained
1937,2.0,84.0,0,3,3,7690,0,Retained
1938,10.0,19.0,1,0,1,3966,0,Retained
1939,21.0,755.0,0,9,3,864,0,Retained
1940,12.0,98.0,0,7,7,1877,0,Retained
1941,20.0,765.0,0,9,2,404,0,Retained
1942,27.0,996.0,1,10,4,2403,0,Retained
1943,36.0,975.0,0,9,2,3452,0,Retained
1944,4.0,42.0,0,4,5,32762,1,Needs Attention
1945,20.0,258.0,0,8,6,431,0,Retained
1946,39.0,983.0,1,8,3,893,0,Retained
1947,30.0,381.0,1,8,7,4228,0,Retained
1948,2.0,3.0,1,3,14,16067,1,Churn
1949,19.0,868.0,1,6,2,2164,0,Retained
1950,0.0,95.0,0,1,10,16324,1,Churn
1951,28.0,226.0,1,9,6,1020,0,Retained
1952,25.0,239.0,1,7,8,2530,0,Retained
1953,22.0,828.0,1,8,7,969,0,Retained
1954,6.0,40.0,0,4,3,1993,0,Retained
1955,7.0,95.0,1,0,6,4113,0,Retained
1956,4.0,22.0,0,5,8,10845,0,Retained
1957,2.0,31.0,0,5,7,15904,1,Churn
1958,19.0,313.0,0,6,1,3124,0,Retained
1959,29.0,798.0,1,8,1,3072,0,Retained
1960,6.0,76.0,1,1,3,2835,0,Retained
1961,22.0,706.0,0,9,4,4851,0,Retained
1962,18.0,466.0,0,8,1,1109,0,Retained
1963,39.0,816.0,0,6,2,4522,0,Retained
1964,18.0,867.0,0,9,3,4016,0,Retained
1965,27.0,966.0,1,5,5,4710,0,Retained
1966,24.0,850.0,0,7,6,2821,0,Retained
1967,46.0,656.0,1,10,7,3624,0,Retained
1968,33.0,811.0,1,10,1,1827,0,Retained
1969,29.0,257.0,1,9,8,4606,0,Retained
1970,17.0,322.0,0,8,8,512,0,Retained
1971,28.0,146.0,1,10,5,1466,0,Retained
1972,15.0,218.0,0,6,2,4329,0,Retained
1973,36.0,744.0,0,5,5,713,0,Retained
1974,8.0,83.0,1,5,8,1505,0,Retained
1975,23.0,389.0,1,10,8,1786,0,Retained
1976,24.0,937.0,1,6,4,1676,0,Retained
1977,48.0,568.0,0,6,8,1280,0,Retained
1978,40.0,101.0,0,9,8,2224,0,Retained
1979,1.0,73.0,0,3,13,45734,1,Needs Attention
1980,2.0,43.0,1,5,7,39494,1,Needs Attention
1981,35.0,223.0,1,10,7,4328,0,Retained
1982,46.0,775.0,0,8,6,3489,0,Retained
1983,48.0,501.0,1,6,6,1305,0,Retained
1984,16.0,795.0,1,6,6,4027,0,Retained
1985,24.0,777.0,1,5,3,905,0,Retained
1986,35.0,564.0,0,8,8,4641,0,Retained
1987,35.0,359.0,0,6,1,756,0,Retained
1988,24.0,380.0,0,9,7,3821,0,Retained
1989,10.0,23.0,1,3,3,770,0,Retained
1990,8.0,31.0,0,5,7,2104,0,Retained
1991,46.0,961.0,0,7,4,3808,0,Retained
1992,34.0,327.0,0,8,3,880,0,Retained
1993,41.0,584.0,1,8,1,3634,0,Retained
1994,10.0,98.0,0,1,6,2935,0,Retained
1995,38.0,938.0,0,5,4,1865,0,Retained
1996,43.0,61.0,0,6,8,1327,0,Retained
1997,47.0,761.0,0,6,1,1936,0,Retained
1998,6.0,73.0,1,5,1,3436,0,Retained
1999,9.0,54.0,0,4,2,4039,0,Retained
